Title,Release date,Time Period,Start Time,End Time,Location,genre_ids,movie_id,original_language,overview,popularity,title,video,vote_average,vote_count,genres
Sikandar,1941,326 BC,-326,-326,Jhelum,"[10752, 18, 36]",326143,hi,"The film begins after Alexander the Great (Sikander in Hindi/Urdu) conquers Persia and the Kabul valley and approaches the Indian border at Jhelum. Sohrab Modi plays the Indian king Puru (Porus to the Greeks).  The story goes that when Sikander defeated Porus and imprisoned him, he asked Porus how would he like to be treated. Porus replied the same way a defeated king is treated by the winner (meaning killed).",1.091,Sikandar,False,0.0,0.0,"['War', 'Drama', 'History']"
The Warring States,2011,ca. 316 BC,-316,-316,China,"[18, 28, 10749, 10752]",63457,zh,Rival Chinese military strategists Sun Bin (Sun Honglei) and Pang Juan (Francis Ng) clash in this historic war adventure set during the Era of Warring States.,1.458,The Warring States,False,4.9,8.0,"['Drama', 'Action', 'Romance', 'War']"
The Colossus of Rhodes,1961,280 BC,-280,-280,Rhodes,"[36, 18, 12]",43020,it,"While on holiday in Rhodes, Athenian war hero Darios becomes involved in two different plots to overthrow the tyrannical king, one from Rhodian patriots and the other from sinister Phoenician agents.",8.352,The Colossus of Rhodes,False,6.0,128.0,"['History', 'Drama', 'Adventure']"
Wheat,2009,260 BC,-260,-260,China,"[28, 18, 36]",30600,zh,"""Wheat,"" is a historical action drama about the women left behind when their men have gone off to war -- and the lies they are told to keep them from knowing the awful truth.",1.4,Wheat,False,6.5,6.0,"['Action', 'Drama', 'History']"
The Emperor's Shadow,1996,259-210 BC,-259,-210,China,[18],26784,zh,"Epic drama about China's first emperor (221 BC) who struggles to make his childhood best friend, now China's greatest composer, succumb to his will and compose a grand anthem to his exploits.",3.634,The Emperor's Shadow,False,7.6,8.0,['Drama']
The Emperor and the Assassin,1998,227 BC,-227,-227,China,[36],10387,zh,"In pre-unified China, the King of Qin sends his concubine to a rival kingdom to produce an assassin for a political plot, but as the king's cruelty mounts she finds her loyalty faltering.",7.07,The Emperor and the Assassin,False,6.9,63.0,['History']
Hero,2002,227 BC,-227,-227,China,"[18, 12, 28, 36]",79,zh,One man defeated three assassins who sought to murder the most powerful warlord in pre-unified China.,23.339,Hero,False,7.5,1718.0,"['Drama', 'Adventure', 'Action', 'History']"
Hannibal,1959,218-202 BC,-218,-202,Sicily,"[36, 12, 18]",169818,it,A Carthaginian general attempts to cross the Alps with an army of elephants in order to conquer Rome.,4.021,Hannibal,False,5.5,14.0,"['History', 'Adventure', 'Drama']"
Jupiter's Darling,1955,218-202 BC,-218,-202,Sicily,[12],113743,en,"Rome is on the verge of being conquered by Hannibal (Howard Keel). While Rome's ruler, Fabius Maximus (George Sanders), plots a defense against Hannibal's armies, Fabius' fiancée, Amytis (Esther Williams), is curious about the fearless conquerer. Amytis travels to Hannibal's camp just to get a look at him, but she ends up being captured. However, she is instantly smitten by the Carthaginian commander, so she tries to shift his attentions away from Rome -- and to her instead.",1.663,Jupiter's Darling,False,4.0,2.0,['Adventure']
Cabiria,1914,218-202 BC,-218,-202,Sicily,"[18, 36]",5153,it,"Young Cabiria is kidnapped by pirates and sold as a slave in Carthage. Just as she's to be sacrificed to Moloch, Cabiria is rescued by Fulvius Axilla, a good-hearted Roman spy, and his powerful slave, Maciste. The trio are broken up as Cabiria is entrusted to a woman of noble birth. With Cabiria's fate unknown, Maciste punished for his heroism, and Fulvius sent away to fight for Rome, is there any hope of our heroes reuniting?",6.158,Cabiria,False,7.2,100.0,"['Drama', 'History']"
Siege of Syracuse,1960,214-212 BC,-214,-212,"syracuse, italy","[18, 36, 10749]",116400,it,"Syracuse lies between the warring nations of Rome and Carthage; as long as the balance of power between the nations remains intact, both nations are willing to preserve the neutrality of Syracuse. However, Rome has now gotten the upper hand in its struggle for power. The fate of Syracuse lies in the hands of its leader, the famed inventor and scientist Archimedes.",1.195,Siege of Syracuse,False,0.0,0.0,"['Drama', 'History', 'Romance']"
The Last Supper,2012,206-202 BC,-206,-202,China,"[28, 36]",121878,zh,The story of two warring generals fighting for control of China at the end of the Qin Dynasty.,2.694,The Last Supper,False,5.8,18.0,"['Action', 'History']"
White Vengeance,2011,206-202 BC,-206,-202,China,"[18, 28]",81344,zh,"White Vengeance tells the story of two brothers contending for supremacy during the fall of the Qin Dynasty, which ruled Imperial China from 221 to 206 BC. As rebels rose, the nation fell into chaos. Liu Bang and Xiang Yu, became leaders of the rebellious army, and also became sworn brothers in battle.Xiang Yu and Liu Bang are close friends who both serve King Huai of Chu. King Huai uses a plot, saying that whoever can subvert the Qin kingdom in Guanzhong would be the Lord Qin, in order to benefit from the competition between Xiang Yu and Liu Bang. Xiang Yu is over-confident. He fights against the main force of Qin army, and entrusts Liu Bang with Yu Ji, the woman he loves.Liu Bang expresses his love to Yu Ji and takes the chance to invade Guanzhong first when most of Qin army is outside fighting against Xiang Yu’s army.",6.919,White Vengeance,False,6.8,30.0,"['Drama', 'Action']"
The Great Conqueror's Concubine,1994,206-202 BC,-206,-202,China,"[18, 36]",69046,cn,Insurrection deposes the tyrannical first emperor of China during the evil Qin Dynasty. Warrior/general Xiang Yu and the cunning peasant Liu Pang join forces to win through civil war. Xiang Yu's weakness for Lady Yu combine with Liu Pang's treachery result in Liu founding the legendary Han dynasty,1.222,The Great Conqueror's Concubine,False,7.3,4.0,"['Drama', 'History']"
Scipio Africanus: The Defeat of Hannibal,1937,202 BC,-202,-202,Tunisia,"[10752, 18, 36]",80087,it,"A story of the Second Punic Wars, beginning with Scipio's futile pleas to the Roman Senate to build an army to battle Hannibal, that climaxes with the battle of Zama.",2.506,Scipio Africanus: The Defeat of Hannibal,False,6.1,5.0,"['War', 'Drama', 'History']"
Scipio the African,1971,185 BC,-185,-185,Rome,"[36, 35]",273868,it,"Years after the Second Punic War, Scipio Africanus finds himself generally unliked, despite his defeat of Hannibal Barca. He and his brother, Scipio Asiaticus, are accused by Marcus Porcius Cato of the theft of 500 talents intended for Rome.",2.258,Scipio the African,False,7.2,12.0,"['History', 'Comedy']"
Maharaja Gemunu,2015,161-137 BC,-161,-137,Sri Lanka,[36],466347,en,"Maharaja Gemunu is based on the odyssey of King Gemunu (ruler of Sri Lanka 161–137 BC) who is renowned for defeating and overthrowing King Elara, the usurping Tamil prince from the Chola Kingdom, who had invaded the Kingdom of Rajarata in 205 BC.",0.724,Maharaja Gemunu,False,9.0,1.0,['History']
Carthage in Flames,1960,149-146 BC,-149,-146,Italy,"[18, 28, 12, 10749, 10752]",207234,it,"Carthage in Flames is a 1960 Italian historical drama film directed by Carmine Gallone and starring Pierre Brasseur, Daniel Gélin and Anne Heywood. The film depicts the last of the Punic Wars between the Roman Republic and Carthage.",2.652,Carthage in Flames,False,7.0,2.0,"['Drama', 'Action', 'Adventure', 'Romance', 'War']"
The Centurion,1961,146 BC,-146,-146,Italy,"[36, 12, 18]",327692,it,,2.063,The Centurion,False,5.0,1.0,"['History', 'Adventure', 'Drama']"
Julius Caesar,2002,100-44 BC,-100,-44,Rome,"[10752, 18, 36]",34469,en,Twenty year-old Julius Caesar flees Rome for his life during the reign of Sulla but through skill and ambition rises four decades later to become Rome's supreme dictator.,14.41,Julius Caesar,False,6.7,40.0,"['War', 'Drama', 'History']"
Burebista,1980,82-44 BC,-82,-44,Romania,[36],316167,ro,The life of Dacian war-leader Burebista who ruled between 80-44 B.C.and founded a strong Dacian Kingdom despite considerable pressure from the neighboring Celtic warlords and the Greek cities of the Black Sea coast.,3.126,Burebista,False,5.0,3.0,['History']
Spartacus,2004,73-71 BC,-73,-71,Italy,"[28, 18]",32528,en,"Sentenced to spend out the rest of his adult life laboring in the harsh deserts of Egypt, the Thracian slave Spartacus gets a new lease on life when he is purchased by the obese owner of a Roman gladiator school. Moved by the defiance of an Ethiopian warrior, Draba, Spartacus leads a slave uprising which threatens Rome's status quo. As Spartacus gains sympathy within the Roman Senate, he also makes a powerful enemy in form of Marcus Lucinius Crassus, who makes it a matter of personal honor to crush the rebellion.",15.854,Spartacus,False,6.9,50.0,"['Action', 'Drama']"
Spartacus,1960,73-71 BC,-73,-71,Italy,"[36, 10752, 18, 12]",967,en,"The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained to kill for the arena, Spartacus turns on his owners and leads the other slaves in rebellion. As the rebels move from town to town, their numbers swell as escaped slaves join their ranks. Under the leadership of Spartacus, they make their way to southern Italy, where they will cross the sea and return to their homes.",23.608,Spartacus,False,7.6,1611.0,"['History', 'War', 'Drama', 'Adventure']"
Spartacus,1960,73-71 BC,-73,-71,Italy,"[36, 10752, 18, 12]",967,en,"The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained to kill for the arena, Spartacus turns on his owners and leads the other slaves in rebellion. As the rebels move from town to town, their numbers swell as escaped slaves join their ranks. Under the leadership of Spartacus, they make their way to southern Italy, where they will cross the sea and return to their homes.",23.608,Spartacus,False,7.6,1611.0,"['History', 'War', 'Drama', 'Adventure']"
Spartacus,1960,73-71 BC,-73,-71,Italy,"[36, 10752, 18, 12]",967,en,"The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained to kill for the arena, Spartacus turns on his owners and leads the other slaves in rebellion. As the rebels move from town to town, their numbers swell as escaped slaves join their ranks. Under the leadership of Spartacus, they make their way to southern Italy, where they will cross the sea and return to their homes.",23.608,Spartacus,False,7.6,1611.0,"['History', 'War', 'Drama', 'Adventure']"
Sins of Rome,1953,73-71 BC,-73,-71,Italy,[12],504801,it,,0.972,Sins of Rome,False,5.7,3.0,['Adventure']
Druids,2001,58-51 BC,-58,-51,Rome,[28],12911,fr,"In the year 60 B.C. a group of Druids, including the arch-druid Guttuart (Max von Sydow), witness the passing of a comet and interpret it as the sign of the coming of a king for their country Gaul, which has not had a king for a long time. Guttuart goes to Gergovia, the capital of the Arvenes tribe, to attend a meeting of Gallic tribal chieftains. The young boy Vercingetorix, along with his friend the young girl Eponia, sneak into a large cavern where Celtill, Vercingetorix's father and chieftain of the Arvenes, hosts the meeting of chieftains with the intention of proclaiming himself king of all Gauls. When Celtill shows off the crown once worn by the old kings of Gaul, an arrow from two Roman spies (dressed as Gauls) hits Celtill in the back.",3.67,Druids,False,3.0,40.0,['Action']
Giants of Rome,1964,52 BC,-52,-52,Rome,"[28, 12, 18]",113335,en,An elite group of soldiers led by the courageous Claudius Marcellus are handpicked by Julius Caesar to embark on a desperate and dangerous suicide mission to destroy the Druids' secret weapon.,1.232,Giants of Rome,False,6.0,1.0,"['Action', 'Adventure', 'Drama']"
Cleopatra,1934,48-30 BC,-48,-30,Egypt,"[18, 10749, 10752, 36]",43902,en,The queen of Egypt barges the Nile and flirts with Mark Antony and Julius Caesar.,7.535,Cleopatra,False,6.2,47.0,"['Drama', 'Romance', 'War', 'History']"
A Queen for Caesar,1962,48 BC,-48,-48,Rome,"[12, 36]",330627,it,"Story of the power struggle between Egyptian queen Cleopatra and her brother Ptolemy, and how a common soldier risks his life to serve her.",1.737,A Queen for Caesar,False,6.0,1.0,"['Adventure', 'History']"
A Queen for Caesar,1962,48 BC,-48,-48,Rome,"[12, 36]",330627,it,"Story of the power struggle between Egyptian queen Cleopatra and her brother Ptolemy, and how a common soldier risks his life to serve her.",1.737,A Queen for Caesar,False,6.0,1.0,"['Adventure', 'History']"
The Slave,1962,48 BC,-48,-48,Italy,"[12, 18, 36]",208835,it,"The decurion Randus holds himself so well in the command of his troops, that Caesar promotes him to centurion. He is subsequently sent to Egypt, to keep Cesar informed on the actions and intentions of co-triumvir Marcus Licinius Crassus - a man too rich, and ambitious, for Caesar's comfort. A fateful sea trip from Egypt to Rome forces Randus in captivity by mercenary troops, and leads a revolt by which he gets freedom for himself, and all the other slaves. Through an amulet he received from his late mother, a man who had fought by Spartacus' side, identifies the young man as Spartacus' and Varinia's son. At first reluctant to accept this story about his origins, Randus will be forced by the circumstances to repeat the feat of his father, twenty years later.",3.321,The Slave,False,6.6,6.0,"['Adventure', 'Drama', 'History']"
